Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment
100,toly 🇺🇸,@DoctorBlocks @0xMert_ @paladin_solana Every problem is a business opportunity,Thu Jan 09 20:40:34 +0000 2025,0,8,doctorblocks 0xmert paladinsolana problem business opportunity,neutral
101,toly 🇺🇸,@joku_attacks Is it more marginally better then the n+1 solana release in the big unknown,Thu Jan 09 17:45:36 +0000 2025,0,1,jokuattacks marginally better n1 solana release big unknown,neutral
102,Chris Burniske,"@Hurren_eth @RaoulGMI Network effects are strong with Celestia, if I had to guess it's market structure that would worry Raoul for a bit here, which I understand. Also, TIA is currently at a stage where it's of most interest to developers, not *yet* consumers.",Thu Jan 09 17:36:56 +0000 2025,3,57,hurreneth raoulgmi network effects strong celestia guess market structure worry raoul bit understand tia currently stage developers consumers,neutral
103,Chris Burniske,"@Hurren_eth @RaoulGMI I can see $TIA not being for Raoul this cycle, but wouldn’t surprise me to see him giving it a closer look into the end of the decade.",Thu Jan 09 16:44:00 +0000 2025,0,14,hurreneth raoulgmi tia raoul cycle wouldnt surprise giving closer look end decade,neutral
104,toly 🇺🇸,Hell yea. Solana == flying cars 🦾🦾🦾,Thu Jan 09 08:05:59 +0000 2025,8,107,hell yea solana flying cars,neutral
105,toly 🇺🇸,"Why do you need eth used deep in these frozen rollups? Because it would be catastrophic to hard fork out.   Imagine rollup A with a bunch of eth TVL, and rollup B purely with ape TVL.  The ape rollup could fork into its own L1 with relatively low impact.",Thu Jan 09 07:16:14 +0000 2025,1,7,need eth used deep frozen rollups catastrophic hard fork imagine rollup bunch eth tvl rollup b purely ape tvl ape rollup fork l1 relatively low impact,neutral
106,toly 🇺🇸,"Ethereum blobspace market could ironically work if eth ends up being used as collateral in frozen/no multisig L2s even if they aren’t “based”. 

Eth running at high congestion could force L2s that cannot switch da layers to pay whatever price the L1 demands.  Now those L2s would",Thu Jan 09 05:24:27 +0000 2025,4,45,ethereum blobspace market ironically work eth ends used collateral frozenno multisig l2s arent based eth running high congestion force l2s switch da layers pay price l1 demands l2s,neutral
107,toly 🇺🇸,What are the best solana fuds? Lay it on me 🥊,Thu Jan 09 01:41:53 +0000 2025,13,345,best solana fuds lay,positive
108,Chris Burniske,"People tried to dunk when $BTC was sub $250 in 2015, when $ETH was sub $100 in 2018, when $SOL was sub $10 in 2022 and now the same with $TIA sub $5. 

All will share one thing in common:  wasting their breath, while blowing a generational opportunity. 

$BTC @ $250 = $5.3B FDV",Thu Jan 09 01:31:54 +0000 2025,92,1127,people tried dunk btc sub 250 2015 eth sub 100 2018 sol sub 10 2022 tia sub 5 share thing common wasting breath blowing generational opportunity btc 250 53b fdv,neutral
109,raj 🖤,@IrffanAsiff @solana everything I care to say is already being said by better people,Wed Jan 08 23:11:16 +0000 2025,0,26,irffanasiff solana care say said better people,neutral
110,toly 🇺🇸,I think the best CTA for @ethereum X posts would be to encourage developers to build data validating bridges to @solana.  Ethereum’s biggest competitor is wormhole. 🪱🪱🪱,Wed Jan 08 23:10:42 +0000 2025,15,118,think best cta ethereum x posts encourage developers build data validating bridges solana ethereums biggest competitor wormhole,neutral
111,raj 🖤,what they think @solana twitter account does https://t.co/ispc2Uot3I,Wed Jan 08 22:40:38 +0000 2025,22,207,think solana twitter account does httpstcoispc2uot3i,neutral
112,toly 🇺🇸,@uriklarman @MaxResnick1 @paladin_solana Yes! Differentiate on product pls.,Wed Jan 08 20:11:33 +0000 2025,1,3,uriklarman maxresnick1 paladinsolana yes differentiate product pls,neutral
113,toly 🇺🇸,There is at least one Linux neck beard at every wedding that could run a solana box for every guest.,Wed Jan 08 17:32:57 +0000 2025,1,33,linux neck beard wedding run solana box guest,neutral
114,Tushar Jain,@GC_of_QC Everyone. Solana median transaction fees are extremely cheap,Wed Jan 08 17:22:12 +0000 2025,0,22,gcofqc solana median transaction fees extremely cheap,negative
115,Tushar Jain,"Ethereum mindset - we have limited space on the road so let's charge people to drive. It's ok if only rich people can drive, everyone else can use the Layer 2 subway with worse security guarantees.

Solana mindset - let's build flying cars to increase bandwidth &amp; reduce latency.",Wed Jan 08 14:33:46 +0000 2025,80,651,ethereum mindset limited space road lets charge people drive ok rich people drive use layer 2 subway worse security guarantees solana mindset lets build flying cars increase bandwidth amp reduce latency,neutral
116,toly 🇺🇸,It’s crazy that for nearly 8 years I’ve basically told the same explanation about how solana works and what the point is.,Wed Jan 08 02:14:24 +0000 2025,36,811,crazy nearly 8 years ive basically told explanation solana works point,neutral
117,Tushar Jain,Coinbase Institutional is engaging with liquid staking on Solana through jitoSOL. Liquid staking is a natural institutional product that Coinbase can help distribute. Any future SOL ETF will probably need liquid staking in order to be able to handle redemptions intra-epoch.,Tue Jan 07 21:37:53 +0000 2025,21,88,coinbase institutional engaging liquid staking solana jitosol liquid staking natural institutional product coinbase help distribute future sol etf probably need liquid staking order able handle redemptions intraepoch,negative
118,toly 🇺🇸,"@0xBreadguy Adding capacity will go against everyone’s profit motives on ethereum, but is for everyone’s profit motives on solana.",Tue Jan 07 21:23:08 +0000 2025,0,24,0xbreadguy adding capacity everyones profit motives ethereum everyones profit motives solana,neutral
119,toly 🇺🇸,"Soooo close, he nearly gets it.  

When eth L1 expands blobspace its revenue drops.  When solana L1 expands TPS capacity its revenue goes up. 

Blobs have no premium for state or time.  The only way to increase the fees &gt; cost of hardware is to limit capacity and force congestion",Tue Jan 07 20:40:41 +0000 2025,13,193,soooo close nearly gets eth l1 expands blobspace revenue drops solana l1 expands tps capacity revenue goes blobs premium state time way increase fees gt cost hardware limit capacity force congestion,neutral
120,toly 🇺🇸,How much to name it gulf of solana?,Tue Jan 07 19:06:48 +0000 2025,22,428,gulf solana,neutral
121,Kyle Samani,@Nelis_sol his DMs are open,Tue Jan 07 18:50:59 +0000 2025,0,1,nelissol dms open,negative
122,toly 🇺🇸,"@mteamisloading As soon as there demand for it why wouldn’t the best light client solution get rolled out to solana?  

Even the dumbest approach is good enough.  NYT is 15mb website, so a user can download the full block and skip das for the foreseeable future.",Tue Jan 07 17:37:21 +0000 2025,0,6,mteamisloading soon demand wouldnt best light client solution rolled solana dumbest approach good nyt 15mb website user download block skip das foreseeable future,positive
123,toly 🇺🇸,Solana is ethereum! 🫡,Tue Jan 07 15:19:07 +0000 2025,93,950,solana ethereum,neutral
124,Kyle Samani,"Anyone building covered call yield protocol using Solana LSTs?

Prob easiest to just use oracle for setting pricing",Tue Jan 07 11:08:37 +0000 2025,20,62,building covered yield protocol using solana lsts prob easiest just use oracle setting pricing,neutral
125,Kyle Samani,@rajgokal Solana flip eth and tron on all major stablecoin related metrics,Tue Jan 07 10:38:08 +0000 2025,0,21,rajgokal solana flip eth tron major stablecoin related metrics,neutral
126,toly 🇺🇸,@colludingnode @ShivanshuMadan You got it.  L2s are drinking eth L1’s milkshake https://t.co/Bl9jHd1uIO,Tue Jan 07 04:27:57 +0000 2025,0,1,colludingnode shivanshumadan got l2s drinking eth l1s milkshake httpstcobl9jhd1uio,neutral
127,toly 🇺🇸,@colludingnode @ShivanshuMadan I think the Occam’s razor is that eth leadership believes in their heart of hearts that eth is better money then bitcoin and revenues don’t matter since bitcoins are astronomically negative due to mining costs.,Tue Jan 07 01:44:53 +0000 2025,0,2,colludingnode shivanshumadan think occams razor eth leadership believes heart hearts eth better money bitcoin revenues dont matter bitcoins astronomically negative mining costs,negative
128,toly 🇺🇸,@ShivanshuMadan @colludingnode And it would be brain dead for eth L1 maxis to pretend that uni chain isn’t competitive with eth L1.  Eth L1 needs to htfu and compete,Tue Jan 07 01:12:03 +0000 2025,0,1,shivanshumadan colludingnode brain dead eth l1 maxis pretend uni chain isnt competitive eth l1 eth l1 needs htfu compete,neutral
129,toly 🇺🇸,"@colludingnode Moving to an isolated environment that’s not atomically composable will impact UX, and someone else will fill that role on the L1 if they do.  

That’s what despite being on 24 “cheaper and faster” chains uniswap hasn’t left eth L1.",Tue Jan 07 00:41:48 +0000 2025,0,1,colludingnode moving isolated environment thats atomically composable impact ux role l1 thats despite 24 cheaper faster chains uniswap left eth l1,neutral
130,toly 🇺🇸,@bw_solana @cavemanloverboy @MaxResnick1 Paging @DavidRhodus,Mon Jan 06 23:51:37 +0000 2025,0,5,bwsolana cavemanloverboy maxresnick1 paging davidrhodus,neutral
131,toly 🇺🇸,@bw_solana @MaxResnick1 Async execution,Mon Jan 06 21:18:48 +0000 2025,0,4,bwsolana maxresnick1 async execution,neutral
132,toly 🇺🇸,@bw_solana Wen async :),Mon Jan 06 21:18:26 +0000 2025,0,3,bwsolana wen async,neutral
133,Kyle Samani,@lemiscate SOL REV is consistently higher than ETH REV these days,Mon Jan 06 18:27:58 +0000 2025,0,5,lemiscate sol rev consistently higher eth rev days,neutral
134,toly 🇺🇸,@moo9000 @chainyoda @solana @base Doesn’t matter.  I think the stage crypto is in is scaling existing products and tech asap.,Mon Jan 06 17:31:04 +0000 2025,0,5,moo9000 chainyoda solana base doesnt matter think stage crypto scaling existing products tech asap,neutral
135,toly 🇺🇸,"@jessepollak I think you guys at base are awesome and coinbase is awesome and ethereum is awesome.  

A world where ethereum is 10x or 100x bigger is a world where all my wildest dreams about solana are 1000x more likely to come true.  It’s also a world where coinbase revenue is very likely",Mon Jan 06 06:31:07 +0000 2025,11,301,jessepollak think guys base awesome coinbase awesome ethereum awesome world ethereum 10x 100x bigger world wildest dreams solana 1000x likely come true world coinbase revenue likely,positive
136,toly 🇺🇸,"@jessepollak Here they are.  Looks like $2.15m in base revenue to $59k fees paid to eth L1.  

https://t.co/koGZgwtp8y",Mon Jan 06 05:47:42 +0000 2025,9,292,jessepollak looks like 215m base revenue 59k fees paid eth l1 httpstcokogzgwtp8y,neutral
137,toly 🇺🇸,🧠🪱 There isn’t a single accounting method used by any US Fortune 500 in 70 years that would attribute activity on base to eth L1 instead of coinbase inc.  Am I taking crazy pills?,Mon Jan 06 04:52:55 +0000 2025,31,770,isnt single accounting method used fortune 500 70 years attribute activity base eth l1 instead coinbase taking crazy pills,neutral
138,Chris Burniske,$BTC $ETH $SOL all looking strong almost regardless of the time frame - gonna be go time again soon 👀,Mon Jan 06 04:02:33 +0000 2025,77,1090,btc eth sol looking strong regardless time frame gonna time soon,neutral
139,toly 🇺🇸,"@TopoGigio_sol @svantetobias Lmao, I am just a dumb engineer.  I only learn when I am wrong.",Sun Jan 05 02:57:39 +0000 2025,0,7,topogigiosol svantetobias lmao just dumb engineer learn wrong,negative
140,toly 🇺🇸,"So sad that this is the current peak of Solana competition. 

Absolutely zero understanding of power law distribution.",Sun Jan 05 02:47:40 +0000 2025,9,317,sad current peak solana competition absolutely zero understanding power law distribution,neutral
141,Kyle Samani,"@jessepollak @solana @ethereum The vast majority of all economic and financial activity boils down to a few well known contracts

Payments
Spot trading
Futures / perps
Options
Borrow / lend

Everything else combined is a rounding error",Sat Jan 04 23:52:23 +0000 2025,1,32,jessepollak solana ethereum vast majority economic financial activity boils known contracts payments spot trading futures perps options borrow lend combined rounding error,neutral
142,toly 🇺🇸,"@jessepollak @solana @ethereum Nearly all smart contracts on Ethereum are open source.  

Nearly all smart contracts on Ethereum are erc20 implementations. 

Let’s per ourselves on the back for a job well done.",Sat Jan 04 23:27:53 +0000 2025,0,23,jessepollak solana ethereum nearly smart contracts ethereum open source nearly smart contracts ethereum erc20 implementations lets job,neutral
