Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
108,Chris Burniske,"People tried to dunk when $BTC was sub $250 in 2015, when $ETH was sub $100 in 2018, when $SOL was sub $10 in 2022 and now the same with $TIA sub $5. 

All will share one thing in common:  wasting their breath, while blowing a generational opportunity. 

$BTC @ $250 = $5.3B FDV",2025-01-09,92,1127,people tried dunk btc sub 250 2015 eth sub 100 2018 sol sub 10 2022 tia sub 5 share thing common wasting breath blowing generational opportunity btc 250 53b fdv,0,92484.0390625
109,raj 🖤,@IrffanAsiff @solana everything I care to say is already being said by better people,2025-01-08,0,26,irffanasiff solana care say said better people,0,95043.5234375
110,toly 🇺🇸,I think the best CTA for @ethereum X posts would be to encourage developers to build data validating bridges to @solana.  Ethereum’s biggest competitor is wormhole. 🪱🪱🪱,2025-01-08,15,118,think best cta ethereum x posts encourage developers build data validating bridges solana ethereums biggest competitor wormhole,0,95043.5234375
111,raj 🖤,what they think @solana twitter account does https://t.co/ispc2Uot3I,2025-01-08,22,207,think solana twitter account does httpstcoispc2uot3i,0,95043.5234375
112,toly 🇺🇸,@uriklarman @MaxResnick1 @paladin_solana Yes! Differentiate on product pls.,2025-01-08,1,3,uriklarman maxresnick1 paladinsolana yes differentiate product pls,0,95043.5234375
113,toly 🇺🇸,There is at least one Linux neck beard at every wedding that could run a solana box for every guest.,2025-01-08,1,33,linux neck beard wedding run solana box guest,0,95043.5234375
114,Tushar Jain,@GC_of_QC Everyone. Solana median transaction fees are extremely cheap,2025-01-08,0,22,gcofqc solana median transaction fees extremely cheap,-1,95043.5234375
115,Tushar Jain,"Ethereum mindset - we have limited space on the road so let's charge people to drive. It's ok if only rich people can drive, everyone else can use the Layer 2 subway with worse security guarantees.

Solana mindset - let's build flying cars to increase bandwidth &amp; reduce latency.",2025-01-08,80,651,ethereum mindset limited space road lets charge people drive ok rich people drive use layer 2 subway worse security guarantees solana mindset lets build flying cars increase bandwidth amp reduce latency,0,95043.5234375
116,toly 🇺🇸,It’s crazy that for nearly 8 years I’ve basically told the same explanation about how solana works and what the point is.,2025-01-08,36,811,crazy nearly 8 years ive basically told explanation solana works point,0,95043.5234375
117,Tushar Jain,Coinbase Institutional is engaging with liquid staking on Solana through jitoSOL. Liquid staking is a natural institutional product that Coinbase can help distribute. Any future SOL ETF will probably need liquid staking in order to be able to handle redemptions intra-epoch.,2025-01-07,21,88,coinbase institutional engaging liquid staking solana jitosol liquid staking natural institutional product coinbase help distribute future sol etf probably need liquid staking order able handle redemptions intraepoch,-1,96922.703125
118,toly 🇺🇸,"@0xBreadguy Adding capacity will go against everyone’s profit motives on ethereum, but is for everyone’s profit motives on solana.",2025-01-07,0,24,0xbreadguy adding capacity everyones profit motives ethereum everyones profit motives solana,0,96922.703125
119,toly 🇺🇸,"Soooo close, he nearly gets it.  

When eth L1 expands blobspace its revenue drops.  When solana L1 expands TPS capacity its revenue goes up. 

Blobs have no premium for state or time.  The only way to increase the fees &gt; cost of hardware is to limit capacity and force congestion",2025-01-07,13,193,soooo close nearly gets eth l1 expands blobspace revenue drops solana l1 expands tps capacity revenue goes blobs premium state time way increase fees gt cost hardware limit capacity force congestion,0,96922.703125
120,toly 🇺🇸,How much to name it gulf of solana?,2025-01-07,22,428,gulf solana,0,96922.703125
121,Kyle Samani,@Nelis_sol his DMs are open,2025-01-07,0,1,nelissol dms open,-1,96922.703125
122,toly 🇺🇸,"@mteamisloading As soon as there demand for it why wouldn’t the best light client solution get rolled out to solana?  

Even the dumbest approach is good enough.  NYT is 15mb website, so a user can download the full block and skip das for the foreseeable future.",2025-01-07,0,6,mteamisloading soon demand wouldnt best light client solution rolled solana dumbest approach good nyt 15mb website user download block skip das foreseeable future,1,96922.703125
123,toly 🇺🇸,Solana is ethereum! 🫡,2025-01-07,93,950,solana ethereum,0,96922.703125
124,Kyle Samani,"Anyone building covered call yield protocol using Solana LSTs?

Prob easiest to just use oracle for setting pricing",2025-01-07,20,62,building covered yield protocol using solana lsts prob easiest just use oracle setting pricing,0,96922.703125
125,Kyle Samani,@rajgokal Solana flip eth and tron on all major stablecoin related metrics,2025-01-07,0,21,rajgokal solana flip eth tron major stablecoin related metrics,0,96922.703125
126,toly 🇺🇸,@colludingnode @ShivanshuMadan You got it.  L2s are drinking eth L1’s milkshake https://t.co/Bl9jHd1uIO,2025-01-07,0,1,colludingnode shivanshumadan got l2s drinking eth l1s milkshake httpstcobl9jhd1uio,0,96922.703125
127,toly 🇺🇸,@colludingnode @ShivanshuMadan I think the Occam’s razor is that eth leadership believes in their heart of hearts that eth is better money then bitcoin and revenues don’t matter since bitcoins are astronomically negative due to mining costs.,2025-01-07,0,2,colludingnode shivanshumadan think occams razor eth leadership believes heart hearts eth better money bitcoin revenues dont matter bitcoins astronomically negative mining costs,-1,96922.703125
128,toly 🇺🇸,@ShivanshuMadan @colludingnode And it would be brain dead for eth L1 maxis to pretend that uni chain isn’t competitive with eth L1.  Eth L1 needs to htfu and compete,2025-01-07,0,1,shivanshumadan colludingnode brain dead eth l1 maxis pretend uni chain isnt competitive eth l1 eth l1 needs htfu compete,0,96922.703125
129,toly 🇺🇸,"@colludingnode Moving to an isolated environment that’s not atomically composable will impact UX, and someone else will fill that role on the L1 if they do.  

That’s what despite being on 24 “cheaper and faster” chains uniswap hasn’t left eth L1.",2025-01-07,0,1,colludingnode moving isolated environment thats atomically composable impact ux role l1 thats despite 24 cheaper faster chains uniswap left eth l1,0,96922.703125
130,toly 🇺🇸,@bw_solana @cavemanloverboy @MaxResnick1 Paging @DavidRhodus,2025-01-06,0,5,bwsolana cavemanloverboy maxresnick1 paging davidrhodus,0,102078.0859375
131,toly 🇺🇸,@bw_solana @MaxResnick1 Async execution,2025-01-06,0,4,bwsolana maxresnick1 async execution,0,102078.0859375
132,toly 🇺🇸,@bw_solana Wen async :),2025-01-06,0,3,bwsolana wen async,0,102078.0859375
133,Kyle Samani,@lemiscate SOL REV is consistently higher than ETH REV these days,2025-01-06,0,5,lemiscate sol rev consistently higher eth rev days,0,102078.0859375
134,toly 🇺🇸,@moo9000 @chainyoda @solana @base Doesn’t matter.  I think the stage crypto is in is scaling existing products and tech asap.,2025-01-06,0,5,moo9000 chainyoda solana base doesnt matter think stage crypto scaling existing products tech asap,0,102078.0859375
135,toly 🇺🇸,"@jessepollak I think you guys at base are awesome and coinbase is awesome and ethereum is awesome.  

A world where ethereum is 10x or 100x bigger is a world where all my wildest dreams about solana are 1000x more likely to come true.  It’s also a world where coinbase revenue is very likely",2025-01-06,11,301,jessepollak think guys base awesome coinbase awesome ethereum awesome world ethereum 10x 100x bigger world wildest dreams solana 1000x likely come true world coinbase revenue likely,1,102078.0859375
136,toly 🇺🇸,"@jessepollak Here they are.  Looks like $2.15m in base revenue to $59k fees paid to eth L1.  

https://t.co/koGZgwtp8y",2025-01-06,9,292,jessepollak looks like 215m base revenue 59k fees paid eth l1 httpstcokogzgwtp8y,0,102078.0859375
137,toly 🇺🇸,🧠🪱 There isn’t a single accounting method used by any US Fortune 500 in 70 years that would attribute activity on base to eth L1 instead of coinbase inc.  Am I taking crazy pills?,2025-01-06,31,770,isnt single accounting method used fortune 500 70 years attribute activity base eth l1 instead coinbase taking crazy pills,0,102078.0859375
138,Chris Burniske,$BTC $ETH $SOL all looking strong almost regardless of the time frame - gonna be go time again soon 👀,2025-01-06,77,1090,btc eth sol looking strong regardless time frame gonna time soon,0,102078.0859375
139,toly 🇺🇸,"@TopoGigio_sol @svantetobias Lmao, I am just a dumb engineer.  I only learn when I am wrong.",2025-01-05,0,7,topogigiosol svantetobias lmao just dumb engineer learn wrong,-1,98314.9609375
140,toly 🇺🇸,"So sad that this is the current peak of Solana competition. 

Absolutely zero understanding of power law distribution.",2025-01-05,9,317,sad current peak solana competition absolutely zero understanding power law distribution,0,98314.9609375
141,Kyle Samani,"@jessepollak @solana @ethereum The vast majority of all economic and financial activity boils down to a few well known contracts

Payments
Spot trading
Futures / perps
Options
Borrow / lend

Everything else combined is a rounding error",2025-01-04,1,32,jessepollak solana ethereum vast majority economic financial activity boils known contracts payments spot trading futures perps options borrow lend combined rounding error,0,98236.2265625
142,toly 🇺🇸,"@jessepollak @solana @ethereum Nearly all smart contracts on Ethereum are open source.  

Nearly all smart contracts on Ethereum are erc20 implementations. 

Let’s per ourselves on the back for a job well done.",2025-01-04,0,23,jessepollak solana ethereum nearly smart contracts ethereum open source nearly smart contracts ethereum erc20 implementations lets job,0,98236.2265625
143,toly 🇺🇸,@jessepollak @solana @ethereum Um what?  How does power law distribution of useful things imply less open source or verification?  If anything it’s the opposite.  You want the most reusable pieces to be formally verified and open source. The whole point is reducing business risk.  Operating systems are defined,2025-01-04,3,105,jessepollak solana ethereum um does power law distribution useful things imply open source verification opposite want reusable pieces formally verified open source point reducing business risk operating systems defined,0,98236.2265625
144,toly 🇺🇸,🔥🔥🔥 there is not enough historical ledger on solana.  If there was 10x as much we would have a whole ecosystem of startups as awesome as @Astralaneio,2025-01-04,13,142,historical ledger solana 10x ecosystem startups awesome astralaneio,1,98236.2265625
145,toly 🇺🇸,Will Ethereum need an L1 if all the eth ends up on solana 🤔,2025-01-04,75,867,ethereum need l1 eth ends solana,0,98236.2265625
146,Kyle Samani,@pkxro @solana What do these words mean,2025-01-03,0,4,pkxro solana words mean,0,98107.4296875
147,Chris Burniske,"$SOL already showing it’s not content being the fastest major of 2024, it wants the crown in 2025 too.",2025-01-03,158,2095,sol showing content fastest major 2024 wants crown 2025,0,98107.4296875
148,Kyle Samani,"What are the state channel implementations on EVM and SVM?

Graph did one. Celer. Maybe connext? Don’t think Raiden ever shipped?

Streamflow on Solana? Anything else?",2025-01-03,16,46,state channel implementations evm svm graph did celer maybe connext dont think raiden shipped streamflow solana,0,98107.4296875
